State,CCN,Provider,Address,City,Zip,Phone,Ownership,PT,DateCertified,Rating,Grade
IL,148324,"PRECIOUS NURSES HEALTH CARE AGENCY, INC           ",805 WEST SPRINGFIELD AVENUE                                                                         ,CHAMPAIGN           ,61820,2173280036,Local,Yes,10/2/2012 0:00,,
IL,148325,"CAREFORCE HOMEHEALTH, INC                         ",7301 N LINCOLN AVENUE SUITE 199                                                                     ,LINCOLNWOOD         ,60712,8473880060,Local,Yes,6/20/2012 0:00,,85
IL,148326,"NORTH SHORE HEALTHCARE, INC                       ",8755 TRUMBULL AVE                                                                                   ,SKOKIE              ,60076,6309645330,Local,Yes,8/2/2012 0:00,,93
IL,148327,"IN TOUCH HOME HEALTH AGENCY, INC                  ","7000 SW HWY, STE 201                                                                                ",CHICAGO RIDGE       ,60415,7089230643,Local,Yes,8/18/2012 0:00,,79
IL,148328,"COMPLETE HOME HEALTH CARE, LLC                    ",2800 S WENTWORTH AVENUE                                                                             ,CHICAGO             ,60616,3128081288,Local,Yes,7/17/2012 0:00,,
IL,148330,"EMPRESS HOME HEALTHCARE, INC                      ",2244 W95TH STREET SUITE 219                                                                         ,NAPERVILLE          ,60564,7088930073,Local,Yes,10/3/2012 0:00,,
IL,148331,"RELIABLE MEDICAL SERVICES, INC                    ","1 TIFFANY POINTE, G-12                                                                              ",BLOOMINGDALE        ,60108,7732752800,Local,Yes,11/10/2012 0:00,,
IL,148334,"PRUDENT CHOICE HOME HEALTH CARE, CORP             ",1699 E WOODFIELD RD SUITE 404                                                                       ,SCHAUMBURG          ,60173,8479721028,Local,Yes,10/19/2012 0:00,,91
IL,148335,"ICO CARE HOME HEALTH, INC                         ","1107 S MANNHEIM ROAD, STE 212                                                                       ",WESTCHESTER         ,60154,7083434704,Local,Yes,10/23/2012 0:00,,
IL,148336,EXCELCARE HOME HEALTH                             ,"9933 LAWLER AVENUE, SUITE 521                                                                       ",SKOKIE              ,60077,8479830666,Local,Yes,10/23/2012 0:00,,77
IL,148337,"IRIS HOME HEALTH SERVICES, LLC                    ","3102 N MAIN STREET, SUITE A                                                                         ",CANTON              ,61520,3099220724,Local,Yes,11/30/2012 0:00,,
IL,148338,"EXTRAORDINARY CARE HHA, LLC                       ",707 SKOKIE BOULEVARD SUITE 600                                                                      ,NORTHBROOK          ,60062,8472429786,Official Health Agency,Yes,1/15/2013 0:00,,
IL,148339,"VOLNIK HOME HEALTHCARE, INC                       ",8401 NORTH CRAWFORD AVENUE SUITE 105                                                                ,SKOKIE              ,60076,8474232189,Local,Yes,12/10/2012 0:00,,92
IL,148340,"DAYSPRING HEALTHCARE SERVICES, INC                ",450 PRAIRIE AVENUE SUITE 100                                                                        ,CALUMET CITY        ,60409,7735926026,Local,Yes,1/2/2013 0:00,,
IL,148341,"DESTINY HEALTHCARE SERVICES, INC                  ","1107 S MANNHEIM RD, STE 308                                                                         ",WESTCHESTER         ,60154,7084501920,Local,Yes,12/4/2012 0:00,,
IL,148343,"PRECISION HOME HEALTH CARE, INC                   ","245 W ROOSEVELT ROAD, BUILDING 4, SUITE 30                                                          ",WEST CHICAGO        ,60185,6302931800,Local,Yes,1/21/2013 0:00,,
IL,148344,"1ST CHOICE HOME HEALTH PROVIDERS, LLC             ",9501 W 144TH PLACE UNIT 300 B                                                                       ,ORLAND PARK         ,60462,8475711021,Local,Yes,1/22/2013 0:00,,
IL,148346,"GOOD HEALTH HOME CARE, INC                        ",9644 SOUTH COMMERCIAL AVENUE                                                                        ,CHICAGO             ,60617,7739336020,Local,Yes,1/3/2013 0:00,,
IL,148347,"ABILITY HOME HEALTH CARE, INC                     ","20635 ABBEY WOODS CT, NORTH STE 303                                                                 ",FRANKFORT           ,60423,8152772725,Official Health Agency,Yes,2/5/2013 0:00,,80
IL,148348,"TRUELIFE HOME HEALTH CARE, INC                    ","4747 LINCOLN MATT DRIVE , SUITE 603                                                                 ",MATTESON            ,60443,7084694492,Local,Yes,2/11/2013 0:00,,82
IL,148350,"SENIOR CARE AT HOME, INC                          ","7021 W 153RD STREET, SUITE 3                                                                        ",ORLAND PARK         ,60462,7086873333,Local,Yes,2/8/2013 0:00,,
IL,148351,"ALL QUALITY HOME HEALTH CARE, LLC                 ","395 E DUNDEE RD, STE 275                                                                            ",WHEELING            ,60090,2246761470,Local,Yes,4/1/2013 0:00,5,92
IL,148352,"HELPING HANDS HOME HEALTHCARE AND STAFFING , LLC  ",111 W WASHINGTON ST STE 310                                                                         ,EAST PEORIA         ,61611,3096994715,Local,Yes,4/1/2013 0:00,2,84
IL,148353,"PROHEALTH HOMECARE AGENCY, INC                    ",1S132 SUMMIT AVENUE SUITE 300                                                                       ,OAKBROOK TER        ,60181,7082618345,Official Health Agency,Yes,3/22/2013 0:00,,83
IL,148354,"SALUD Y VIDA HEALTH CARE, LLC                     ",3336 W LAWRENCE AVENUE SUITE 302                                                                    ,CHICAGO             ,60625,7735095656,Local,Yes,4/1/2013 0:00,,
IL,148355,TRU NORTH HOME HEALTH CORPORATION                 ,"7301 N LINCOLN AVE, STE 129                                                                         ",LINCOLNWOOD         ,60712,8476744493,Local,Yes,12/10/2012 0:00,,70
IL,148356,"UNIQUE HOME HEALTH, INC                           ","2604 DEMPSTER ST, STE 205                                                                           ",PARK RIDGE          ,60068,8477950800,Local,Yes,1/14/2013 0:00,,
IL,148358,"LINK HOMEHEALTH CARE, INC                         ","5875 N LINCOLN AVENUE, STE 125                                                                      ",CHICAGO             ,60659,7738788582,Local,Yes,11/28/2012 0:00,,
IL,148362,"24 HOUR CARE, LLC                                 ",11420 DANDER DR SUITE 200                                                                           ,GALENA              ,61036,8157772424,Local,Yes,9/27/2013 0:00,5,90
IL,148363,"BEST ILLINOIS HOME HEALTH CARE, INC               ",25 E JACKSON ST SUITE B                                                                             ,OSWEGO              ,60543,6303234846,Local,Yes,9/15/2015 0:00,,
IL,148364,ECS HEALTH CARE AGENCY AND HOME HEALTH SERVICES   ,75 EXECUTIVE DRIVE SUITE 401D                                                                       ,AURORA              ,60504,6308004292,Local,Yes,5/19/2014 0:00,,
IL,148365,"TRI-STATE HOME HEALTHCARE, LLC                    ","750 S KIWANIS DR, SUITE 204                                                                         ",FREEPORT            ,61032,8152324040,Local,Yes,10/29/2014 0:00,3,88
IL,148366,WESLEY HOME HEALTH                                ,1200 E GRANT STREET                                                                                 ,MACOMB              ,61455,3098332613,Local,Yes,10/2/2014 0:00,5,92
IL,148367,PANOPTIC HEALTH SERVICE                           ,1802 N DIVISION STREET SUITE 218                                                                    ,MORRIS              ,60450,8155133298,Local,Yes,11/12/2014 0:00,3,84
IL,148370,AMERICAN FAMILY HOME HEALTH SERVICES LLC          ,"11902 OAK CREEK PKWY, UNIT 1                                                                        ",HUNTLEY             ,60142,8475896976,Local,Yes,6/8/2015 0:00,1,72
IL,148371,2 SISTERS HOME HEALTHCARE INC                     ,"6019 FINCHAM DRIVE, SUITE 9                                                                         ",ROCKFORD            ,61108,7795373093,Local,Yes,8/24/2015 0:00,3,88
IL,148372,WE CARE FOR YOU LLC                               ,7307 N ALPINE ROAD SUITE A2                                                                         ,LOVES PARK          ,61111,8153014999,Local,Yes,11/9/2015 0:00,,
IL,148373,"VALENTINE HOME HEALTH CARE, INC                   ",6900 MAIN STREET #166 AND 163                                                                       ,DOWNERS GROVE       ,60516,6304401316,Local,Yes,1/9/2016 0:00,,
IL,148375,CANDLELIGHT HOME HEALTHCARE LLC                   ,115 S BROADWAY                                                                                      ,COAL CITY           ,60416,8155185165,Local,Yes,5/25/2016 0:00,,92
IN,157000,VISITING NURSE AND HOSPICE HOME INC               ,5910 HOMESTEAD RD                                                                                   ,FORT WAYNE          ,46814,2604353222,Local,Yes,7/1/1966 0:00,3,87
IN,157004,DEACONESS VNA                                     ,610 E WALNUT ST  PO BOX 3487                                                                        ,EVANSVILLE          ,47734,8124253561,Visiting Nurse Association,Yes,7/1/1966 0:00,4,92
IN,157005,SAINT JOSEPH VNA HOME CARE                        ,"3838 N MAIN STREET, SUITE 100                                                                       ",MISHAWAKA           ,46545,5743358600,Visiting Nurse Association,Yes,7/1/1966 0:00,3,82
IN,157008,"FRANCISCAN VNS HOME CARE, INC                     ",1300 ALBANY STREET                                                                                  ,BEECH GROVE         ,46107,3177827200,Local,Yes,7/1/1966 0:00,4,90
IN,157015,VISITING NURSE ASSOCIATION OF THE WABASH VALLEY IN,400 8TH AVE                                                                                         ,TERRE HAUTE         ,47804,8122327611,Visiting Nurse Association,Yes,7/1/1966 0:00,4,91
IN,157022,LAPORTE HOME HEALTH                               ,2044 W STATE RD 2 STE A                                                                             ,LA PORTE            ,46350,2193445508,Hospital Based Program,Yes,1/1/1967 0:00,4,89
IN,157034,PORTER HOME HEALTH                                ,2400 CUMBERLAND DR STE E                                                                            ,VALPARAISO          ,46383,2195318189,Local,Yes,12/7/1970 0:00,4,88
IN,157046,COMMUNITY HOME HEALTH                             ,9894 E 121ST ST                                                                                     ,FISHERS             ,46037,3176214800,Local,Yes,12/1/1976 0:00,3,88
